listing_id,mls_number,address,neighborhood,city,state,zip_code,price,bedrooms,bathrooms,sqft,year_built,property_type,listing_status,date_listed,last_updated,days_on_market,description,features,owner_name,owner_phone
MLS-100241,A33635791,5324 Mashta Drive,Miami Beach,Miami Beach,FL,33139,2670000,4,2.0,3196,2019,Single Family,Active,2026-04-17,2026-04-19,64,"Beautiful single family in the heart of Miami Beach. Features include stainless steel appliances, tennis court, walk-in closet. Perfect for retirees.",Stainless Steel Appliances; Tennis Court; Walk-in Closet,Jennifer Davis,305-563-3846
MLS-100242,A18135295,"8053 Crandon Boulevard, Miami, FL 33134",Coral Gables,Miami,FL,33134,3897000,3,4.5,2777,1992,Villa,Active,2026-02-14,2026-02-20,126,"Luxurious villa in prestigious Coral Gables. Comes with garage, tennis court, doorman. Ideal for first-time buyers.",Garage; Tennis Court; Doorman; Gym,James Garcia,305-889-2612
MLS-100243,A78663747,890 Sunset Drive,Miami Beach,Miami Beach,FL,33139,3021000,8,6.0,3526,2011,Multi-Family,Active Under Contract,2026-05-07,2026-05-10,44,"Charming multi-family located in Miami Beach. Highlights: balcony, doorman, tennis court.",Balcony; Doorman; Tennis Court,Michael Johnson,305-628-2718
MLS-100244,A38143348,9969 Indian Creek Drive,Downtown Miami,Miami,FL,33130,590000,4,4.5,3330,2017,Villa,Active,2026-05-10,2026-05-15,41,"Beautiful villa in the heart of Downtown Miami. Features include stainless steel appliances, gym, terrace. Perfect for professionals.",Stainless Steel Appliances; Gym; Terrace,Luis Anderson,305-211-5345
MLS-100245,A97219599,8215 Washington Avenue,Brickell,Miami,FL,33131,1679000,4,2.5,2139,2002,Condo,Active,2026-05-21,2026-05-29,30,"Luxurious condo in prestigious Brickell. Comes with pool, solar panels, updated kitchen. Ideal for families.",Pool; Solar Panels; Updated Kitchen; Doorman; Boat Dock; Private Beach Access,Michael Jones,305-838-7512
MLS-100246,A71568435,3637 Fisher Island Drive,Mid-Beach,Miami Beach,FL,33140,1411000,3,4.5,2290,1998,Single Family,Active Under Contract,2026-04-27,2026-05-05,54,"Charming single family located in Mid-Beach. Highlights: central ac, boat dock, hardwood floors.",Central AC; Boat Dock; Hardwood Floors; High Ceilings,Patricia Smith,305-984-6864
MLS-100247,A89017236,845 Alhambra Circle,Coral Gables,Miami,FL,33134,1469983,3,2.5,1800,2015,Single Family,Active,2026-04-27,2026-06-09,45,Lovely single family in Coral Gables.,Pool; Updated Kitchen; Garage,William Jones,305-893-3947
MLS-100248,A65878146,3981 Harbor Drive,Pinecrest,Miami,FL,33156,1526000,4,1.5,2223,1965,Condo,Active,2026-01-24,2026-02-02,147,"Beautiful condo in the heart of Pinecrest. Features include boat dock, tennis court, doorman. Perfect for first-time buyers.",Boat Dock; Tennis Court; Doorman; High Ceilings,Ana Davis,305-737-6222
MLS-100249,A34929311,979 Coral Way,Aventura,Miami,FL,33180,1386000,5,3.0,2548,2022,Multi-Family,Active Under Contract,2026-01-14,2026-01-20,157,"Stunning Aventura multi-family with pool, boat dock, walk-in closet. Move-in ready. first-time buyers.",Pool; Boat Dock; Walk-in Closet; Home Office; Pet Friendly,Ana Taylor,305-584-8075
MLS-100250,A43606680,893 Washington Avenue,Pinecrest,Miami,FL,33156,3500000,5,2.0,3257,1990,Single Family,Active,2026-02-23,2026-03-02,117,"Rare opportunity in Pinecrest! This single family offers doorman, granite countertops, garden. Don't miss out.",Doorman; Granite Countertops; Garden,Emily Perez,305-295-6905
MLS-100251,A90161060,6040 Harbor Drive,Miami Beach,Miami Beach,FL,33139,644000,2,2.0,1497,1985,Condo,Active,2026-05-07,2026-05-08,44,"Charming condo located in Miami Beach. Highlights: private beach access, home office, garage.",Private Beach Access; Home Office; Garage; Marble Floors; Wine Cellar,Maria Jones,305-984-3147
MLS-100252,A65148727,9144 Indian Creek Drive,Bal Harbour,Miami,FL,33154,5067000,4,2.0,2438,2017,Townhouse,Active,2026-05-18,2026-05-24,33,"Charming townhouse located in Bal Harbour. Highlights: updated kitchen, central ac, wine cellar.",Updated Kitchen; Central AC; Wine Cellar; Garage,Sofia Brown,305-748-6633
MLS-100253,A49092160,4971 MICHIGAN AVENUE,Doral,Miami,FL,33172,433000,2,2.0,1212,1997,Townhouse,Active,2025-12-28,2025-12-29,174,"Beautiful townhouse in the heart of Doral. Features include stainless steel appliances, hardwood floors, high ceilings. Perfect for professionals.",Stainless Steel Appliances; Hardwood Floors; High Ceilings; Bay View,Patricia Anderson,305-905-8699
MLS-100254,A35475673,6897 Coral Way,Brickell,Miami,FL,33131,2200000,8,5.0,3433,1985,Multi-Family,Active,2026-02-22,2026-03-01,118,"Charming multi-family located in Brickell. Highlights: private beach access, gym, garage.",Private Beach Access; Gym; Garage; Tennis Court,Ana Garcia,305-607-5520
MLS-100255,A97980930,3730 Bay Road,Pinecrest,Miami,FL,33156,950000,1,2.5,1248,2000,Condo,Active,2026-04-27,2026-05-02,54,"Stunning Pinecrest condo with solar panels, gated community, boat dock. Move-in ready. families.",Solar Panels; Gated Community; Boat Dock; Updated Kitchen; Stainless Steel Appliances,Michael Lopez,305-377-3504
MLS-100256,A75535348,1644 Washington Avenue,Brickell,Miami,FL,33131,945000,6,4.0,2741,2019,Multi-Family,Active Under Contract,2026-04-13,2026-04-16,68,"Stunning Brickell multi-family with home office, balcony, bay view. Move-in ready. retirees.",Home Office; Balcony; Bay View; Central AC; Concierge,Juan Jones,305-694-3832
MLS-100257,A21830043,7417 Granada Boulevard,Wynwood,Miami,FL,33127,1400000,4,4.0,3094,2010,Single Family,Active,2026-01-09,2026-01-19,162,"Beautiful single family in the heart of Wynwood. Features include hardwood floors, concierge, boat dock. Perfect for families.",Hardwood Floors; Concierge; Boat Dock,David Diaz,305-814-8133
MLS-100258,A87949714,5138 Coral Way,Bal Harbour,Miami,FL,33154,4053000,4,1.5,2229,1965,Condo,Active,2026-05-10,2026-05-14,41,"Charming condo located in Bal Harbour. Highlights: ocean view, hurricane impact windows, stainless steel appliances.",Ocean View; Hurricane Impact Windows; Stainless Steel Appliances,Patricia Hernandez,305-669-2391
MLS-100259,A49375156,8842 Meridian Avenue,Pinecrest,Miami,FL,33156,1094000,4,2.0,2432,2003,Townhouse,Active,2026-04-18,2026-04-19,63,"Rare opportunity in Pinecrest! This townhouse offers garage, wine cellar, boat dock. Don't miss out.",Garage; Wine Cellar; Boat Dock; Garden; Hurricane Impact Windows; Pet Friendly,Carlos Garcia,305-532-1919
MLS-100260,A65426567,9577 Mashta Drive,Coral Gables,Miami,FL,33134,5500000,5,2.5,3830,2023,Single Family,Active Under Contract,2026-03-10,2026-03-12,102,"Beautiful single family in the heart of Coral Gables. Features include ocean view, central ac, garden. Perfect for professionals.",Ocean View; Central AC; Garden; Garage,James Jones,305-628-3481
MLS-100261,A28058430,4759 Hibiscus Drive,Downtown Miami,Miami,FL,33130,594000,3,3.0,1992,1959,Condo,Active,2026-05-23,2026-05-27,28,"Luxurious condo in prestigious Downtown Miami. Comes with gym, rooftop, concierge. Ideal for urban living enthusiasts.",Gym; Rooftop; Concierge; Gated Community; Bay View,Sarah Martinez,305-499-8713
MLS-100262,A38538251,2903 Star Island Drive,Mid-Beach,Miami Beach,FL,33140,450000,1,2.0,988,2012,Condo,Active Under Contract,2026-04-20,2026-04-30,61,"Luxurious condo in prestigious Mid-Beach. Comes with gated community, wine cellar, ocean view. Ideal for investors.",Gated Community; Wine Cellar; Ocean View; Stainless Steel Appliances; Home Office,Michael Martinez,305-416-6155
MLS-100263,A76890827,7278 NE 199th Street,Coconut Grove,Miami,FL,33133,2670000,2,4.5,2272,1990,Single Family,Active Under Contract,2026-03-28,2026-04-05,84,"Beautiful single family in the heart of Coconut Grove. Features include high ceilings, doorman, bay view. Perfect for professionals.",High Ceilings; Doorman; Bay View,James Smith,305-863-3522
MLS-100264,A97880113,9091 NE 191st Street,Coral Gables,Miami,FL,33134,1034000,3,4.5,2917,2019,Villa,Active,2025-12-28,2026-01-05,174,"Stunning Coral Gables villa with walk-in closet, hardwood floors, ocean view. Move-in ready. investors.",Walk-in Closet; Hardwood Floors; Ocean View,Camila Perez,305-254-8617
MLS-100265,A79008866,2082 NW 41st Street,Doral,Miami,FL,33172,380000,1,2.0,621,1988,Condo,Active,2026-01-16,2026-01-19,155,"Stunning Doral condo with bay view, garden, boat dock. Move-in ready. families.",Bay View; Garden; Boat Dock,Juan Garcia,305-538-2160
MLS-100266,A21783073,1958 Collins Avenue,Wynwood,Miami,FL,33127,945000,3,2.5,1796,1980,Condo,Active Under Contract,2026-04-09,2026-04-13,72,"Stunning Wynwood condo with granite countertops, waterfront, balcony. Move-in ready. families.",Granite Countertops; Waterfront; Balcony; Garden; Smart Home; Hurricane Impact Windows,Juan Anderson,305-376-8292
MLS-100267,A53302669,1320 Main Highway,Downtown Miami,Miami,FL,33130,322000,4,1.0,2186,2001,Condo,Pending,2026-01-24,2026-01-28,147,"Rare opportunity in Downtown Miami! This condo offers hardwood floors, central ac, private beach access. Don't miss out.",Hardwood Floors; Central AC; Private Beach Access; Walk-in Closet,James Johnson,305-240-3518
MLS-100268,A66254240,7706 Harbor Drive,Mid-Beach,Miami Beach,FL,33140,1765000,4,4.0,1846,2007,Multi-Family,Pending,2026-02-09,2026-02-10,131,"Luxurious multi-family in prestigious Mid-Beach. Comes with stainless steel appliances, rooftop, high ceilings. Ideal for professionals.",Stainless Steel Appliances; Rooftop; High Ceilings,James Hernandez,305-886-9850
MLS-100269,A78248169,9241 Meridian Avenue,North Beach,Miami Beach,FL,33141,380000,3,2.5,1741,1986,Townhouse,Active,2026-03-18,2026-03-22,94,"Rare opportunity in North Beach! This townhouse offers updated kitchen, waterfront, garden. Don't miss out.",Updated Kitchen; Waterfront; Garden; Bay View; Balcony; High Ceilings,David Moore,305-295-7937
MLS-100270,A10054484,5509 Indian Creek Drive,Mid-Beach,Miami Beach,FL,33140,2153000,4,4.0,2962,2013,Single Family,Active,2026-03-04,2026-03-08,108,"Charming single family located in Mid-Beach. Highlights: updated kitchen, granite countertops, doorman.",Updated Kitchen; Granite Countertops; Doorman; Tennis Court; Concierge; Gated Community; Solar Panels,Antonio Brown,305-615-9977
MLS-100271,A63094168,5019 Washington Avenue,Mid-Beach,Miami Beach,FL,33140,1345000,2,5.0,1891,1992,Single Family,Active,2026-04-14,2026-04-22,67,"Stunning Mid-Beach single family with high ceilings, hardwood floors, terrace. Move-in ready. first-time buyers.",High Ceilings; Hardwood Floors; Terrace; Doorman,Daniel Williams,305-390-8080
MLS-100272,A72243750,2086 Pine Tree Drive,Key Biscayne,Miami,FL,33149,8268000,4,4.0,3344,2007,Villa,Active Under Contract,2026-05-02,2026-05-06,49,"Luxurious villa in prestigious Key Biscayne. Comes with terrace, tennis court, marble floors. Ideal for remote workers.",Terrace; Tennis Court; Marble Floors; Smart Home; Wine Cellar,Juan Davis,305-828-5694
MLS-100273,A74819756,9796 Alhambra Circle,Downtown Miami,Miami,FL,33130,539000,2,2.5,1042,1957,Condo,Active,2026-05-26,2026-05-26,25,"Beautiful condo in the heart of Downtown Miami. Features include walk-in closet, boat dock, granite countertops. Perfect for remote workers.",Walk-in Closet; Boat Dock; Granite Countertops; Wine Cellar; Central AC; Doorman; Waterfront,Elena Taylor,305-496-5949
MLS-100274,A61119548,3013 Country Club Drive,Brickell,Miami,FL,33131,1895000,4,4.5,2685,2013,Villa,Active,2026-02-13,2026-02-22,127,"Luxurious villa in prestigious Brickell. Comes with tennis court, garden, doorman. Ideal for urban living enthusiasts.",Tennis Court; Garden; Doorman; Hurricane Impact Windows; Solar Panels; High Ceilings; Balcony,Carlos Moore,305-309-1414
MLS-100275,A76876068,2107 NE 2nd Avenue,Doral,Miami,FL,33172,388000,5,4.0,2299,2008,Multi-Family,Pending,2026-01-09,2026-01-15,162,"Charming multi-family located in Doral. Highlights: private beach access, rooftop, hardwood floors.",Private Beach Access; Rooftop; Hardwood Floors; Gated Community,Luis Lopez,305-981-3610
MLS-100276,A98487446,4381 Star Island Drive,Coral Gables,Miami,FL,33134,3518000,6,5.0,3296,1982,Multi-Family,Active,2026-03-02,2026-03-10,110,"Charming multi-family located in Coral Gables. Highlights: smart home, hardwood floors, gym.",Smart Home; Hardwood Floors; Gym; High Ceilings; Gated Community; Hurricane Impact Windows; Walk-in Closet,Ana Davis,305-953-3262
MLS-100277,A15140967,7267 Biscayne Boulevard #725,Brickell,Miami,FL,33131,648000,3,2.0,1427,2011,Condo,Active,2026-02-07,2026-02-12,133,"Rare opportunity in Brickell! This condo offers concierge, bay view, gym. Don't miss out.",Concierge; Bay View; Gym; Stainless Steel Appliances,Sofia Jones,305-349-3254
MLS-100278,A27036337,7218 Sunset Drive,Mid-Beach,Miami Beach,FL,33140,1956000,4,5.0,2482,1994,Multi-Family,Active Under Contract,2026-05-16,2026-05-16,35,"Charming multi-family located in Mid-Beach. Highlights: garden, pool, hardwood floors.",Garden; Pool; Hardwood Floors; Smart Home,William Perez,305-370-7092
MLS-100279,A52046364,845 Alhambra Circle,Coral Gables,Miami,FL,33134,1643930,3,2.5,1820,2015,Single Family,Active,2026-05-20,2026-06-18,28,Beautiful single family in Coral Gables - rare find.,Pool; Modern Kitchen; Garage; Balcony,Juan Rodriguez,305-621-2600
MLS-100280,A76042812,1876 Alhambra Circle,Downtown Miami,Miami,FL,33130,1453787,3,2.0,1635,2019,Multi-Family,Active,2025-01-04,2025-02-03,532,Wonderful property in Downtown Miami.,Garden; Walk-in Closet; Garage; Ocean View,Juan Martinez,305-785-5105
MLS-100281,A66434872,8411 Harbor Drive,Aventura,Miami,FL,33180,452000,4,1.5,2100,1982,Condo,Active,2026-04-10,2026-04-18,71,"Stunning Aventura condo with tennis court, rooftop, terrace. Move-in ready. families.",Tennis Court; Rooftop; Terrace; Boat Dock,Ana Gonzalez,305-962-6031
MLS-100282,A62868861,6092 Euclid Avenue,Coral Gables,Miami,FL,33134,1465000,2,3.5,1052,1999,Townhouse,Active,2026-03-15,2026-03-23,97,"Rare opportunity in Coral Gables! This townhouse offers bay view, concierge, marble floors. Don't miss out.",Bay View; Concierge; Marble Floors; Pet Friendly; Wine Cellar,Camila Smith,305-331-2584
MLS-100283,A95585469,9232 NW 41st Street,South Beach,Miami Beach,FL,33139,4000000,5,2.5,3744,2013,Single Family,Active,2026-01-14,2026-01-19,157,"Stunning South Beach single family with waterfront, gated community, solar panels. Move-in ready. first-time buyers.",Waterfront; Gated Community; Solar Panels; Marble Floors; Doorman; High Ceilings,Elena Anderson,305-465-5050
MLS-100284,A44537812,5226 Jefferson Avenue,Aventura,Miami,FL,33180,443000,4,4.5,2728,2011,Single Family,Active,2026-01-17,2026-01-26,154,"Stunning Aventura single family with balcony, updated kitchen, granite countertops. Move-in ready. retirees.",Balcony; Updated Kitchen; Granite Countertops; Terrace; Stainless Steel Appliances; Concierge,Elena Taylor,305-870-6530
MLS-100285,A12715612,8055 NE 191st Street,Bal Harbour,Miami,FL,33154,2210000,3,3.0,2536,2020,Single Family,Active,2025-12-23,2025-12-29,179,"Stunning Bal Harbour single family with concierge, rooftop, terrace. Move-in ready. remote workers.",Concierge; Rooftop; Terrace,Maria Diaz,305-475-7102
MLS-100286,A59370777,2758 Main Highway,Brickell,Miami,FL,33131,476000,3,4.5,2587,2003,Villa,Active Under Contract,2025-12-24,2025-12-27,178,"Charming villa located in Brickell. Highlights: waterfront, balcony, wine cellar.",Waterfront; Balcony; Wine Cellar; Solar Panels; Home Office; Pet Friendly,Jennifer Brown,305-680-4178
MLS-100287,A83305194,6913 Kane Concourse,Brickell,Miami,FL,33131,1611000,5,4.0,3337,2018,Villa,Pending,2026-01-25,2026-02-01,146,"Luxurious villa in prestigious Brickell. Comes with gym, stainless steel appliances, hardwood floors. Ideal for retirees.",Gym; Stainless Steel Appliances; Hardwood Floors; Doorman; Waterfront; Pool,Jennifer Moore,305-475-7731
MLS-100288,A28419343,7342 Jefferson Avenue,North Miami,Miami,FL,33181,460000,3,2.0,1753,2002,Townhouse,Active,2025-12-24,2026-01-03,178,"Beautiful townhouse in the heart of North Miami. Features include smart home, marble floors, tennis court. Perfect for retirees.",Smart Home; Marble Floors; Tennis Court; Balcony; Ocean View; Stainless Steel Appliances; Concierge,Carlos Lopez,305-508-4460
MLS-100289,A63276690,5197 Country Club Drive,Mid-Beach,Miami Beach,FL,33140,804000,5,3.0,2377,1981,Multi-Family,Active Under Contract,2026-06-01,2026-06-04,19,"Stunning Mid-Beach multi-family with pet friendly, ocean view, hurricane impact windows. Move-in ready. investors.",Pet Friendly; Ocean View; Hurricane Impact Windows,Michael Hernandez,305-675-9275
MLS-100290,A74707720,1791 Fisher Island Drive,Pinecrest,Miami,FL,33156,1868000,3,2.5,1785,2003,Townhouse,Pending,2026-01-16,2026-01-26,155,"Charming townhouse located in Pinecrest. Highlights: marble floors, walk-in closet, concierge.",Marble Floors; Walk-in Closet; Concierge,Daniel Hernandez,305-553-8976
MLS-100291,A17256074,4369 Old Cutler Road,Aventura,Miami,FL,33180,1323000,4,,1854,2019,Multi-Family,Active,2026-01-18,2026-01-27,153,"Beautiful multi-family in the heart of Aventura. Features include smart home, rooftop, granite countertops. Perfect for retirees.",Smart Home; Rooftop; Granite Countertops,Daniel Moore,305-505-7768
MLS-100292,A41522559,4414 NW 41st Street,Miami Beach,Miami Beach,FL,33139,1855000,2,3.5,1689,2017,Townhouse,Active Under Contract,2026-05-27,2026-06-04,24,"Rare opportunity in Miami Beach! This townhouse offers smart home, terrace, gym. Don't miss out.",Smart Home; Terrace; Gym; Granite Countertops,Emily Lopez,305-710-4271
MLS-100293,A92533595,3748 Ocean Drive,Brickell,Miami,FL,33131,2200000,4,3.5,3484,2018,Single Family,Active,2026-01-30,2026-02-05,141,"Stunning Brickell single family with stainless steel appliances, pet friendly, gym. Move-in ready. investors.",Stainless Steel Appliances; Pet Friendly; Gym; Updated Kitchen,Sofia Garcia,305-876-7868
MLS-100294,A46361787,7442 Collins Avenue,North Miami,Miami,FL,33181,1066000,4,2.5,3099,2008,Single Family,Active,12/28/2025,01/06/2026,174,"Charming single family located in North Miami. Highlights: smart home, high ceilings, marble floors.",Smart Home; High Ceilings; Marble Floors; Gym; Doorman,Luis Hernandez,305-919-8434
MLS-100295,A97742922,8691 Alhambra Circle,North Beach,Miami Beach,FL,33141,455000,2,2.5,1539,2000,Condo,Active Under Contract,2026-04-08,2026-04-14,73,"Stunning North Beach condo with gym, concierge, pet friendly. Move-in ready. retirees.",Gym; Concierge; Pet Friendly,Jennifer Brown,305-900-2320
MLS-100296,A97183615,2255 Main Highway,North Beach,Miami Beach,FL,33141,1665000,4,4.0,3332,2022,Single Family,Active,2026-04-17,2026-04-20,64,"Luxurious single family in prestigious North Beach. Comes with gym, bay view, garden. Ideal for urban living enthusiasts.",Gym; Bay View; Garden,David Moore,305-819-8680
MLS-100297,A87054398,5893 Michigan Avenue,Key Biscayne,Miami,FL,33149,4485000,4,4.0,2966,2017,Single Family,Active,2026-02-06,2026-02-09,134,"Rare opportunity in Key Biscayne! This single family offers tennis court, smart home, stainless steel appliances. Don't miss out.",Tennis Court; Smart Home; Stainless Steel Appliances; Private Beach Access,Sarah Hernandez,305-317-5564
MLS-100298,A80610004,2470 Ponce de Leon Boulevard,Coral Gables,Miami,FL,33134,1458000,4,5.0,2769,1956,Villa,Active,2026-05-13,2026-05-13,38,"Rare opportunity in Coral Gables! This villa offers home office, stainless steel appliances, central ac. Don't miss out.",Home Office; Stainless Steel Appliances; Central AC; Terrace; Pool,Maria Johnson,305-959-7897
